id, name, serial, secret, bssid, master-device-key
8244, device-name-4b6ccb9, 4b6ccb9, 246f64adca2db7226d5aa84d2d7fdcfc6c0bfd7c, , 1d8c1d2efaac55f427c575029d5c3dc37162c6c0
8245, device-name-acc04480, acc04480, 992a39b8589751938bfa5c32359450b729756ff7, , 6bca1801e38dd3e18472e1f46b06487e2626924f
8246, device-name-35d475cb, 35d475cb, f2d06ac6c219c16976b5e682c9c9f5c6cf05d04e, , 8cc9ca7a3bfe8f95ae35b5103dae81a2c55be913
8247, device-name-675ed15, 675ed15, 2663f9fe8f2ed5ba0f36763febbd8b0f0e802fe4, , 7aec77fc2f5ea6df2fa43687d21892dbd0f76f1e
8248, device-name-dae616ee, dae616ee, 1608b1ef37fe649faa877818d8b90102a815dbe2, , fa98d6d8367de32e4977f4bc246835529d2aee8b
8249, device-name-49cf2e86, 49cf2e86, b9a321a2103cfd260f00f29fa3160931ac5fc599, , ff9ab573d9c48d60c8084759db323e79b93b2db5
8250, device-name-47b5725b, 47b5725b, f635abf5ff40fdea28ecd5468eccba8b958f5f, , ef9d837492ad9b8781e8b14061895cea3fc02ea2
8251, device-name-bc80be39, bc80be39, 785d2a711bc7817eabeb594b7d49158ea04263a, , d4665eabfaa39f9d1b3bdcd00c35cc39cc42ebf5
8252, device-name-10ad24d3, 10ad24d3, d0b9f71672185a53adc32504450c55fb0d4df3e6, , 70d75e4857873f6b940da6633a85e676cbe17c41
8253, device-name-5a4acac9, 5a4acac9, 1e9b7e887adb5fad7b4e25556126c81f21fe45c3, , 68a45ac41ef3675eafc0fe2dae742c3273ce96fa
8254, device-name-bbe6a6cc, bbe6a6cc, cc9d95f99748127cb7d7e0da5da723deaaa3654b, , c82cea3be5695b9b63165015813f1021810f5f09
8255, device-name-9e5aa1cb, 9e5aa1cb, ff031e29e61e8b14f13b9576c01e3f65129c6ec9, , 72260589053fe1d6d0515840ff6f2a01d870ccbe
8256, device-name-8d35440e, 8d35440e, d7177f334fa36078f65744d2b7410c2357242c4a, , 81dcf7eaedfd0e532fc2d268d6ef02cd8a96751e
8257, device-name-ba85966e, ba85966e, 88ff4c1c2300c30968d0a16373c8b0ae2ed8efcd, , 720e6ca904675a596ba312a73e469f03ebcf601a
8258, device-name-9516fdfc, 9516fdfc, e3f4e437fa237c9cd87422b1cd1d9f83779c0842, , 5cc010bc9ba7d6cc7c7d6638d5ad8284a56d2935
8259, device-name-d0588268, d0588268, 8018919b2c226ca1529e6fe822d33c84ce6dfaaa, , 9efac19539d5dbea2b9fdebe14a0245f0a6470f6
8260, device-name-5e98432e, 5e98432e, 6937351fbd2c666c5c61452657358056fa247f14, , 3ca045eedf039ccd04dd7ca90ff95fc8eac0a042
8261, device-name-c5756258, c5756258, ac201fdadc5422fd3b31fe243bccc23845073060, , 1a674b0abf5da778c74e07e66e88e89787724dfc
8262, device-name-28a4f7ef, 28a4f7ef, b1ea03b6044dcdbcb85bceffc9b6730a98324a7f, , 1312fe7b287025955266ba5642164d8e34c58825
8263, device-name-c38979b7, c38979b7, 46eb09fc18192ca2e4c37bd23a775c14898c4adc, , 590aab2e9ff28cbe0c9f892d5eab5ae7ad9c1fd1
8264, device-name-35c2ea9b, 35c2ea9b, 2e374bc9557bde479a897932776156ff91f7e791, , 1e6223eda2891355611fe69153a296910d69bfe1
8192, device-name-5e6d869, 5e6d869, 5a445a187bda208f3e7def699c7a05e5419cf558, , 9d7a138d6ac6bca768dbc5ed5a121ebabf18eed7
8193, device-name-6207a427, 6207a427, cf14d4ed7cab3f0c8aab158c4b04f767077e8d65, , 355b424b5b04a54e5febcad8642f9087062f10e6
8194, device-name-e7e3b669, e7e3b669, ad378b9a2f661b8413bf374409b809ee5a7d79d2, , 94be6e380a6f6108347d2a271ba621b32dc359da
8195, device-name-ca6493cb, ca6493cb, 9863fb178b54500373bbbabec6763edf7bc6979a, , 99f9b0b9c7a58ca38627c7819884bdf2cdc85b60
8196, device-name-2c7254e8, 2c7254e8, e4842e0fd3aa2637d8683da4ef95b523b36535d9, , 41dc1061b28c4675a7759444b866eb6578224c02
8197, device-name-bd8e433a, bd8e433a, 5e3d55e1a1f3655ad13a9a4a17084d0628bb4de7, , 6dd15dfb944a858cc5f5a8379d0c21c7cb089d7c
8198, device-name-91aacbe9, 91aacbe9, b88b415baa7f078c9d3b3d2fbfe35f719c6b267b, , 379bcbfc0e8def10d8bd57fd7c5cd79538ff367f
8199, device-name-865e0381, 865e0381, 56781c4021c3e7493f6b2156028d59420cbd6757, , c63e137fae7ac2bfa04b785a33ce4b6d615856dc
8200, device-name-2377ac6d, 2377ac6d, d2309b030cc0abf2addf3da4f8ff86a5214c6cd3, , bbef8d57547e9607b58242a576e214cf0fcb63f6
8201, device-name-83b10750, 83b10750, e00308e36cbc8558ef5ca8f0bcb1ca108b37f4c1, , d0f059bb651bc87680730539d19bbb5131f7cab7
8202, device-name-c3a0eb6, c3a0eb6, 33211c0d8342f06057cd16b1fabcb0fe75a6101d, , 59f92d8cd90534985a7716388d61699c1e84fd11
8203, device-name-4f839578, 4f839578, 751a7cc12e9d27c0895b56805820f09b18d7500c, , 3b6e892cd723eaac4b9a3662feb9cb87645dc468
8204, device-name-331a7126, 331a7126, 2c50422d9c58178acd41b48daa816a38e76ef96f, , 8c5090b11698b8b59d53e8f9dd77a822cb064d50
8205, device-name-d343a163, d343a163, f37156d099c8b20a6bbbc6ab506c9f30b3b48e4a, , 7ef3d1657c4f7a87e842c85659e65923cef54b74
8206, device-name-81460699, 81460699, 6564d65a093249a8e6d3fdc42f9e2462ea0d0926, , 19d81ed280cfe426afbe22d8849277364c5fb652
8207, device-name-90d1c3eb, 90d1c3eb, 494299abe49a1e4a6c3423318a50f9020ae98fd1, , 72847c1aafce98cd38b092268986fcfcd1a1b214
8208, device-name-46c27f2, 46c27f2, 3f57b646c68d7d84fb915785cc27d803884bc4e0, , f38e3770958f99399f0340829880503973b77301
8209, device-name-4fbfc6a4, 4fbfc6a4, 7c5e162618c5ad2c7d04ab4e1f07357de1053e61, , ff34d55ac4c39070d88551e57929aef9a4865139
8210, device-name-bee60c0c, bee60c0c, 2b57232f1bae35bd0062e55f8aa49d1daa588222, , 993f41e99283dfe8159fe0ade55402ddbcaffc00
8211, device-name-967a31db, 967a31db, f7eaa15f92476186ea296b2f5638102418bff3f8, , 7e3281674b5e0357e26c326339f3289fb8390938
8212, device-name-9fc56619, 9fc56619, 8869e04d979954b9616b7b9ffe3a5a605458b387, , 8b8a5aa14d367efdd496c5f828b34159e57a7274
8213, device-name-484de9ef, 484de9ef, 53ef284092779f0d866dbc64d7182f5663487b6b, , 2c4fd723c2f16f5f0a0ccdee42bfc051af32f198
8214, device-name-1756df1d, 1756df1d, 589a485607a1b5e3a2c23d248b88435cd070e7a4, , 69c62bbf28d73f36eb7daf11eafa4aee01d05f7c
8215, device-name-5c6da1da, 5c6da1da, f4ac17ec63f0004d0d567dc6a37f674e5a2a759a, , 78597104387b72ca6fa55a99ae8e929a573d1de7
8216, device-name-94734ab0, 94734ab0, d259698c8d0f492a43c53ac7518b80fbf55dbd46, , 9a711512de3b3dd0a545de9cc7b3078a988983fb
8217, device-name-6728bb1e, 6728bb1e, 478c2b49f9134663c9f9eea0cfc9afe9fa812237, , 6ea6964ca9a5004a1a9377022699bd11ffe1f5a7
8218, device-name-104954e1, 104954e1, 333acb10e0807f818a27a711ec6148e2a56633c4, , 8158807b97609ed17cb2045cc58f05b82c14eff9
8219, device-name-ccefc289, ccefc289, b6c4263abef666301b269277c02141208bd56bbb, , 9065a1530500e46fc32011cb45c96aedc96f875f
8220, device-name-629f1b7, 629f1b7, 9ded75799c03456bd06f32da6b308ce48843ce08, , 9e09b6e9af56780b01c3bf65a48e090fe4450a65
8221, device-name-c81a6250, c81a6250, 6946e8876d049bdccd0e79f5c275dd182b122320, , b2e85ad12e1b3ada64bee5966b290e81478829bb
8222, device-name-f9158688, f9158688, fb836c84361ca7eedfa931ab3a97b68a6be4014a, , 850300c1cd6601bd5b58dbfb43c09d1898c3b122
8223, device-name-cf113cbf, cf113cbf, eab028432fd4ab41a73fc490362311591e10f325, , 3739445d260abc7ceafcffeb498c86fadd778292
8224, device-name-f6608339, f6608339, 213a34dbefc22506cc0ca727194161629d13ade7, , 8f78ffed9b81d044d66caca8cc8217f85ebb08aa
8225, device-name-d6ea3798, d6ea3798, b2358f203eb64a83210412191f45395be4823ea2, , 5b522ef53c1b5773f3e9f3e48d0f91efd122d7b4
8226, device-name-745cf338, 745cf338, 1257c6bb966c9065a0099415d29bcfa9236f4a9, , 4640b8c31ced78d2f207c7a8f0dfe4d67d516e08
8227, device-name-bfb5acf9, bfb5acf9, c74f0597fd9bf927befe391ebce3a97745767a4c, , 748f1f3627e174f39d5560049a7d868a44f6d2a8
8191, device-name-b3b1b055, b3b1b055, 1665f637d6b91d595b6b8a41ba8343fc9f59fa0e, , 92fcc03fceb0c015a5552722fe6ffc7eb6474916
8166, device-name-1522e972, 1522e972, 28dd0e5b7d8f8832b302e42cee9ac5dfac124993, , 511416f189ca81b6643ccbab6fbfae0a959328aa
8167, device-name-3b9d495, 3b9d495, 5eebd9be1d53643ed6e1e25d1cc2570ae1412034, , bc5215ebce7de8a96f3b9d2e8cae22ca4a05610f
8168, device-name-e25fe5b1, e25fe5b1, aafb643c85a5a284470290de4db421a454c8e850, , b0aad3f5edbda92681ba248707b7a470b8645c93
8169, device-name-b49e26a0, b49e26a0, a3b0334f8f8b15ee2487972ead4e362a6a7e825a, , f62b940b69d713a1a743456bffe4937e59075560
8170, device-name-d77101e, d77101e, ef03469d690a6c8fef41dba3fd5a86050d164d3f, , dcc3aba22f77141f3e390cca58e270c3b5f14b67
8171, device-name-91d5048e, 91d5048e, 5e5db634eae88bf407e4d14389bdfd5f075e883, , 503864dae691f7ee1d430d75e4fcb154b0cc36c7
8172, device-name-55ccdad7, 55ccdad7, c34c23a68d947b5cbaf0c841d5e2bee918fe3cb2, , 802a985ea3565252593981b46f8863ff6445f545
8173, device-name-eef24ff6, eef24ff6, 5379a984ac60306028030575d73d85536f9b187a, , 6d1a8612ad1828155b8e1502ce824920c92c316d
8174, device-name-21518030, 21518030, a27c51d7537e0f1795678a41738eb987f8eddba0, , 55b9358e85ac07cd909f608041575b7653b26ade
8175, device-name-c8aed230, c8aed230, dcae1a0e84b416a0a38fdcbf78cae617082d48d4, , 2e0ecd31473113d7b927db1c159e634004c18d9c
8176, device-name-291802e3, 291802e3, f2c597738b87c84bf246ab56dd3732cff6dfed89, , 729023461ad9fb78df70b8e4cad8041b4f20aafe
8177, device-name-82ff60f0, 82ff60f0, f4f479bf80c4749ead85ea2a4666c5e4e6266c9, , 611291ac0776e7a247000747a3894e6a90b1a195
8178, device-name-b067e60c, b067e60c, 3f1d63941b3e020d680f87914fabfd1cec7f5644, , cd29d4071bf14cbee09f68e62dac9191acd91c25
8179, device-name-3bfe309a, 3bfe309a, 7d4271403d956c1aa3843f17ca8a04602fd45709, , 7bf23a6b947c7c78e20385ed5b488c4e48de6e5a
8180, device-name-5a04101e, 5a04101e, a400a283f52f531595e0dbfdf404d3b04568cf0, , a3005d343bc938997141bf38c33efa6bc9cad014
8181, device-name-19158136, 19158136, 5d721f1796c182164804c1583914aa499fb6fbe6, , 4cf8e02c2de23041c163a04fc86ec502884c4fb7
8182, device-name-7b9840c9, 7b9840c9, 34f1e35e33359a41e5f2f748d0218595a656f11, , c17299ecc6a7e3bf6a1984d0c71f78aee89fa673
8183, device-name-47bbacb3, 47bbacb3, b6780fd62b200da4a4943d5f7883e11f5c810921, , 9884d87c487de6f2738f67776575a8f1e19e9428
8184, device-name-37941bf, 37941bf, 1da09e2ba4e572e493cf1f810d0440e7a5eb4672, , 12f5a5f883ed603f48fd19fee793e90a070eb3fe
8185, device-name-51e3710a, 51e3710a, 876b75f5c842487ac62c92a43be9bd2f5bdabc1f, , a1d201f61615839136e30925c907d7d6691ffdf4
8186, device-name-f17ea08c, f17ea08c, 5bdd3b37f5951810259741d7efd80a8cf769a565, , a04d3ba05ff1fc431dff0a1ac80c53e6f5527cd1
8187, device-name-f7338289, f7338289, c80a5ebaed6449f6717875921e62db8d0ff0c1d0, , c6937b888053cf7798e26d3c9522e3d6f0b628e2
8188, device-name-b9c3b918, b9c3b918, 15504b98ce234bee2ef2b7b61e6d468712e42d91, , 7bc280151e08ad01df088605e0da5e6921db0f3b
8189, device-name-7b8e8362, 7b8e8362, 88b057ace702bed76065a4abca154d2a991fddc6, , f2dada5d39f0aad7f3073e8689abb141dc854d0b
8190, device-name-588bba59, 588bba59, 5bc399f09079d0fcf46ced5bed0a11583449af0b, , b03c9946c691da09f0ab710dad04247df53d014c
